zespol,slupek
5178,01
5179,01
5130,01
5197,01
5176,01
5802,01
5109,02
5181,01
5045,04
5173,02
5134,02
5201,01
5200,02
5190,01
5191,01
5174,01
5185,01
5058,02
5196,01
5046,01
5180,01
5173,01
5059,02
R-11,00
5059,01
5034,03
5190,02
5213,02
5178,02
5186,01
5802,02
5801,01
5200,01
5196,02
5171,01
5184,02
5183,02
5175,01
5058,04
5130,02
5172,01
5177,02
5170,01
5174,02
5047,03
5060,02
5212,02
5172,02
5801,02
5188,01
5050,02
5182,01
5108,02
5184,01
5050,71
5047,01
5197,02
5046,02
5183,01
5215,03
5175,02
5201,02
5035,02
5034,02
5176,02
5045,02
5179,02
5187,01
5109,01
R-11,99
5108,01
5209,02
5181,02
5182,02
5800,03
5800,01
5050,03
5133,01
5035,01
5188,02
5169,01
5060,01
5180,02
5209,01
5215,02
5191,02
5177,01
5213,01
5050,53
5212,01
5170,02
5187,02
