zespol,slupek
1153,03
6075,05
R-13,99
5161,01
1146,05
1234,03
5063,01
1146,01
5045,01
R-11,99
1154,02
5047,03
5034,04
1159,02
5109,01
1147,02
6006,04
5063,02
6022,02
1161,02
1013,04
1179,02
5058,02
5109,02
1150,01
1319,02
1154,01
5160,01
5059,01
1234,04
5161,10
R-11,00
1085,03
6020,01
5034,03
6046,05
5046,01
5092,03
6047,02
5046,02
1146,02
1162,06
1472,02
1085,05
1147,04
1233,03
5060,01
5047,01
5045,02
5065,01
5061,01
5108,01
1153,01
1085,10
1159,01
1179,01
5161,02
6023,03
5059,02
5077,02
1161,01
1013,03
6046,06
R-13,00
6023,01
1085,04
1150,02
5064,01
1205,01
5160,02
1146,06
5060,02
6133,03
1319,01
6133,04
1158,03
5117,02
5108,02
5065,02
1179,04
5192,02
5058,04
6021,02
6021,01
1158,04
6047,01
5117,01
6006,03
6020,02
1235,02
1472,01
5062,01
1179,03
5192,04
5077,01
5062,02
5092,01
5064,02
5061,02
