zespol,slupek
3299,03
3280,03
2459,01
2041,02
3280,01
3138,04
3207,02
3122,01
2029,01
2029,02
2426,01
3299,01
2044,02
2168,01
2425,01
R-10,90
3139,04
2167,02
2169,02
3333,03
3468,01
3208,03
3138,03
2041,01
2043,02
2166,02
2460,03
3300,02
2167,01
2438,01
3122,03
3468,02
2169,01
2032,03
2168,02
2438,02
3391,01
3045,04
3385,03
2460,02
3046,02
2039,04
R-10,99
2030,02
3139,03
2045,02
2042,02
2039,03
3280,02
2429,02
3385,04
3207,01
2030,01
3045,01
2044,01
2042,01
2031,01
2426,02
3300,01
3391,02
R-07,00
2046,02
2028,01
3046,03
2028,02
2043,01
2032,04
3208,02
2425,02
R-07,99
2031,02
2166,01
2045,01
2040,01
2040,02
