zespol,slupek
2078,02
1211,02
2075,06
2076,01
2075,02
2013,01
2008,01
R-10,90
2072,01
1062,01
1156,01
1159,01
2078,01
2012,02
1065,02
1064,01
1147,03
2014,02
1529,02
1013,13
1304,01
1211,01
2010,01
2008,16
1013,04
1061,01
1065,01
2077,02
R-10,00
1158,03
2059,06
2071,01
1146,01
1146,02
1157,04
2074,02
1013,03
1210,02
1060,03
2012,01
2072,02
2014,01
1222,01
1156,02
2008,23
2074,01
2075,01
2073,02
1147,02
2013,02
R-13,00
1159,02
1062,02
1146,04
R-10,98
1060,02
1210,01
1158,01
2015,04
2319,02
1157,02
1061,02
2011,02
1155,01
1155,02
1064,02
2059,01
2010,02
2015,01
2076,02
1083,02
1209,01
1013,11
1304,02
2077,01
2058,02
2058,01
2319,01
2011,01
1222,02
R-13,99
1083,01
2073,01
1209,02
1529,01
1162,06
