zespol,slupek
1083,01
1158,04
7088,01
1156,02
1150,01
7079,03
1115,01
1156,01
1005,06
1003,02
1077,05
1067,82
1099,01
1095,04
1070,01
1097,01
1100,02
1095,07
1154,01
1126,01
1094,01
1199,01
1053,05
1574,01
1153,03
1155,02
1101,01
1066,05
1105,01
1153,01
1098,01
1157,01
1161,02
1114,02
1154,02
1067,01
1527,02
1080,01
7043,01
1232,02
1076,02
1218,01
7067,02
1096,01
1005,01
1101,02
1002,06
1092,02
1085,03
1078,01
1114,01
1471,01
1161,01
1005,08
1158,03
1079,01
1589,01
7067,01
1589,02
1096,04
7079,04
7014,04
1066,01
1095,02
7001,02
1104,03
1093,02
1098,02
1003,01
1079,02
1220,01
1094,02
1104,06
1104,04
1083,02
1574,02
1155,01
1471,02
1093,01
7014,03
7002,21
1157,04
1092,01
1562,01
1259,02
1259,01
1199,02
1085,10
1085,04
1162,02
1147,03
1126,03
1097,02
1150,02
1078,02
1147,04
1339,01
1080,02
1562,52
1100,01
1096,02
1232,03
1085,05
1220,02
1077,06
1099,02
1162,01
1105,04
1116,01
1095,01
7043,02
1005,07
1218,02
1070,02
