zespol,slupek
2296,01
2296,04
2341,02
2469,02
2295,02
R-10,90
2458,01
2388,01
2336,02
2291,01
2015,03
2012,02
2340,02
2326,01
2008,14
2393,01
2328,02
2335,02
2019,01
2015,01
2298,02
2390,02
2336,01
2018,02
2339,01
2014,02
R-10,99
2337,01
2391,01
2469,01
2393,02
2331,02
2332,02
2023,02
2021,01
2018,01
2295,01
2330,01
2292,02
2020,02
2325,02
2325,01
2328,01
2392,01
2388,02
2017,02
2329,01
2478,01
2292,01
2339,02
2017,01
2391,02
2342,01
2338,02
2389,01
2010,01
2019,02
2330,02
2008,23
2297,01
2011,02
2013,02
2338,01
2294,02
2016,01
2392,02
2475,02
2458,02
2474,01
2293,01
2390,01
2329,02
2475,01
2334,02
2021,02
2293,02
2011,01
2474,02
2013,01
2331,01
2337,02
2012,01
2478,02
2332,01
2341,01
2333,02
2294,01
2335,01
2020,01
2014,01
2326,02
2023,01
2394,01
2298,01
2010,02
2342,02
2291,02
2015,06
2297,02
2340,01
