zespol,slupek
4159,01
4007,01
4003,02
4021,01
4351,01
4010,02
4161,01
4014,02
4004,01
4015,17
4007,02
4163,01
4012,02
4019,04
7013,06
4006,01
4010,01
4011,02
4018,01
4159,02
4155,01
4052,01
4016,02
4009,02
7002,02
4021,02
4008,01
4006,02
4165,02
4020,02
7001,02
4022,02
4019,02
4005,01
4015,18
4014,01
4016,01
4052,02
4019,01
4005,02
4004,02
7002,14
4012,01
4279,01
4121,01
4158,01
4157,02
4155,02
4018,02
4064,01
4009,01
4166,02
4156,02
4023,02
4020,01
4160,01
4162,01
4003,01
4279,02
4164,02
4351,02
4064,03
4001,03
4022,01
4001,04
4158,02
7014,03
4023,01
4011,01
7013,03
4157,01
