zespol,slupek
4919,01
1915,01
1913,01
5908,01
1906,01
5902,08
5903,01
1902,02
5908,02
3901,02
5902,07
5904,02
1905,01
4913,01
1903,02
1904,02
1914,01
1907,01
1904,01
1914,02
1905,02
4919,02
1908,02
4918,02
1913,02
1903,01
1906,02
3901,01
1907,02
1910,02
1902,01
5907,01
7903,01
1908,01
4917,01
7903,02
1909,02
1910,01
5903,02
5907,02
1901,01
4913,02
4917,02
1901,02
4918,01
1909,01
5904,01
