zespol,slupek
3142,08
5007,05
4030,04
4031,02
5026,04
5097,01
3258,01
3280,02
5124,01
3451,01
4005,05
3128,02
3453,01
5028,06
4154,02
5067,06
5043,06
3240,01
3138,04
3130,02
3144,01
3259,01
3243,06
3241,06
5097,02
3247,01
3245,01
3012,04
3143,04
R-11,99
3243,05
5124,02
5096,01
3453,02
3138,05
4032,01
4045,06
3130,01
4031,01
3139,03
4154,01
3129,01
4045,02
3199,01
3131,04
4034,01
3127,02
3301,01
5026,02
5112,02
3129,02
3131,02
3452,02
3241,01
3139,02
3133,03
3242,01
5125,02
R-07,00
3012,03
3466,02
3298,01
4032,02
3142,01
3134,04
3298,02
3301,02
4005,06
4033,01
4030,01
5028,03
3259,02
5007,06
3244,02
3127,03
5028,05
4034,02
3242,02
4033,02
5124,03
4108,07
3245,02
3247,02
4045,03
5125,01
5096,02
R-11,00
5067,05
3280,01
3143,02
5028,01
3244,01
3260,04
4045,04
5043,05
3144,02
R-07,99
5112,01
3134,01
