zespol,slupek
7047,02
2058,01
2001,03
2012,01
2005,02
7015,02
1001,01
2111,02
2003,02
2058,02
1163,02
7047,01
2064,01
2109,03
7085,07
2284,02
2112,01
2015,01
2014,02
7001,02
7088,01
2284,01
2061,01
2015,04
2003,01
2278,01
1003,05
2280,01
2110,02
7002,25
2060,01
2279,02
2112,02
1003,01
2005,01
2283,01
2277,02
1002,01
1028,06
2012,02
2070,02
2068,02
2110,01
2116,01
2276,01
R-10,00
2113,04
2069,02
1001,07
2001,04
1028,04
2281,02
2318,02
2114,01
1001,08
2115,01
2321,02
2317,02
2013,02
2282,01
2002,01
2065,01
2280,02
2282,02
2306,01
7016,02
2281,01
2059,01
2279,01
2059,02
2006,06
2004,02
2013,01
2111,01
1163,01
2062,01
2278,02
2014,01
2322,02
2067,02
2277,01
2283,02
7086,01
7014,03
2006,05
R-10,90
7099,10
2115,02
2114,02
2285,03
2116,04
2004,01
2011,05
1001,88
2285,01
1002,02
2109,01
2002,02
2011,08
2256,02
