zespol,slupek
1409,02
1325,02
1014,01
1020,01
1026,02
1024,02
1230,04
1366,02
1018,01
1191,03
1264,02
1191,04
1423,01
1378,02
1370,01
1190,01
1230,01
1378,01
1374,01
1019,01
1372,02
1016,01
1013,02
1026,01
1024,01
1373,02
1027,01
1514,01
1379,01
1022,01
1302,01
1208,02
1370,02
1324,02
1374,02
1254,02
1423,04
1373,01
1371,01
1263,01
1018,02
1023,02
1409,01
1254,01
R-13,00
1377,01
1302,03
1021,01
1023,01
1022,02
1190,04
1021,02
1264,01
1376,02
1375,01
1025,01
1324,01
1479,01
1027,04
1017,02
1208,01
R-13,99
1189,02
1189,01
1376,01
1325,01
1947,11
1013,01
1514,02
1479,02
1019,02
1020,02
1016,02
1372,01
1366,01
1025,02
1013,10
1015,02
1263,02
1371,02
1375,02
1015,01
1017,01
