zespol,slupek
1016,02
1195,02
1195,01
1008,01
1008,02
2143,02
2138,02
1006,09
1028,13
R-13,00
1006,12
1219,02
R-10,00
1020,03
1003,02
2144,02
2140,04
1003,05
2148,08
1001,02
2144,01
1253,01
2145,02
1003,01
1020,01
2001,02
2149,03
1947,01
1001,08
2145,01
1013,01
R-10,99
1947,02
1007,03
1219,01
1017,01
2001,01
1018,02
2146,04
R-13,99
2149,01
1256,02
2131,04
1028,11
2148,03
1277,01
2128,02
2131,03
1016,01
2001,04
1253,09
1947,06
2140,01
1006,10
1298,02
2138,01
1253,02
2097,03
2128,01
1010,01
1013,02
1017,02
1010,02
1406,02
1007,04
1277,02
1253,10
2143,01
1406,01
1018,01
1001,01
1028,04
1298,01
2146,02
2097,04
1001,07
1256,01
R-10,98
