zespol,slupek
1281,02
1162,06
1159,02
1013,04
1348,02
1165,02
1285,01
1346,02
1226,01
1161,02
1318,01
1688,01
1085,05
1225,01
1346,51
1697,02
1295,01
1351,02
1158,03
1159,03
1349,01
R-13,99
1281,04
R-13,00
6005,17
6075,06
1286,02
1285,02
1348,03
1286,01
1205,02
6005,11
1260,02
1205,01
1287,02
1150,01
1687,01
1318,02
6075,01
1281,01
1687,02
1289,02
1288,01
1283,02
1351,01
R-19,00
1159,04
1260,03
1287,01
1288,02
1159,01
R-19,99
1697,01
1085,10
6133,04
1260,01
1294,03
1150,02
1283,01
1086,05
1226,04
1086,06
1289,01
1496,02
1085,03
1085,04
1349,02
1294,52
6133,03
1161,01
1688,02
1158,04
6075,05
1013,03
