zespol,slupek
1136,01
1359,04
1055,01
1213,02
1053,02
1140,13
1144,01
1003,03
7086,02
1140,12
1003,04
1052,02
7099,09
1139,01
R-13,00
1136,02
1183,03
1359,01
R-11,00
1183,01
1149,02
7085,01
1520,02
7086,01
1358,02
1139,02
1182,01
1163,01
1528,02
1357,01
7099,10
R-13,99
1052,01
1137,01
1357,02
1146,02
1319,02
1145,02
1528,01
1140,06
1138,01
1179,03
1054,01
1179,02
1326,03
1137,02
1146,05
1280,04
7085,07
1517,02
7088,02
1301,01
1163,02
7001,02
1213,01
7088,01
7002,23
1280,01
1146,08
1146,03
1182,06
1053,01
1054,02
1517,01
1179,01
7002,12
1179,04
7047,02
1358,01
7047,01
1144,02
1138,02
1520,01
1055,04
1140,03
1145,01
1149,01
