zespol,slupek
1136,01
1147,03
1036,01
1138,02
1137,01
1136,02
6051,02
1481,01
1056,02
1217,02
6059,23
1028,11
1689,02
1481,02
1155,02
1137,02
1155,01
1055,02
R-13,00
1140,01
1517,01
6054,01
1303,01
1522,02
1157,02
1147,02
1056,01
6052,01
1055,04
1028,16
1028,06
6059,03
1157,04
1528,02
6052,02
1156,02
1144,02
1517,02
1146,02
6059,01
1506,04
1083,02
6055,01
6055,02
1083,01
1146,01
1213,01
1046,02
6057,03
1139,01
1303,02
1045,02
1047,03
6006,04
1013,04
6133,04
1528,01
1036,03
1013,03
1689,01
1045,01
1140,06
1144,01
1140,03
1047,02
1146,08
1138,01
1139,02
1046,01
6051,01
1158,03
6055,03
6054,02
6057,04
6075,05
1145,01
1482,01
1146,05
1145,02
1048,02
1213,02
1159,01
1506,01
6133,03
1047,01
R-13,99
1162,06
1522,01
1217,04
1159,02
1048,01
1156,01
6006,03
1158,01
