zespol,slupek
2321,02
2015,04
2281,02
7006,14
2279,01
2101,02
2070,02
2283,02
2100,04
2318,01
2104,02
R-10,00
7009,02
2101,01
2059,01
2099,02
2321,01
2070,01
2102,01
2317,02
7011,01
2099,01
2282,02
R-10,90
2317,01
2102,02
7009,01
R-10,99
2322,02
7037,06
2322,01
2284,02
2279,02
7006,07
2277,02
7071,02
2097,02
2100,03
2280,01
2097,01
R-10,98
2449,01
7071,01
2285,03
2103,02
2282,01
2059,02
2283,01
2104,01
2098,02
2285,01
2015,03
2098,01
7037,55
2278,01
2103,01
2277,01
2256,02
7006,08
2318,02
2278,02
2281,01
2284,01
2280,02
