zespol,slupek
5002,04
1007,01
5071,01
5053,04
5074,01
5055,03
5077,06
5077,05
5002,03
5074,02
5053,03
7099,09
1028,02
5078,02
1029,02
7085,05
1013,08
5003,03
1008,04
5066,02
5055,04
5068,04
5163,05
5054,04
5069,03
1001,06
1006,05
5056,01
5076,01
5004,03
5078,01
5052,03
5071,02
1011,04
1007,02
5163,06
1002,04
1002,03
7099,10
5054,03
1012,03
7047,01
5003,04
5004,06
1013,05
1003,03
1012,04
5069,04
1003,08
5073,02
5004,04
1004,02
1163,02
5052,04
1009,01
1009,02
5073,01
1028,01
5067,03
1004,01
5072,02
1030,02
1011,03
5070,02
R-02,99
R-02,00
5025,03
R-01,99
1010,03
7085,06
1163,01
1008,03
R-01,00
5066,01
1001,04
5025,04
5076,02
1005,03
1003,07
5072,01
7047,02
5067,04
1005,04
1468,01
1006,06
5068,03
1010,04
5070,01
5038,03
