zespol,slupek
2140,03
7023,01
2140,04
2144,02
7016,02
7027,02
2128,02
2148,01
2145,03
7024,02
7003,01
7016,03
7042,02
2128,01
5157,02
7044,01
2138,02
2270,02
5155,03
7026,02
7099,02
7044,02
7049,02
7099,01
R-10,00
2270,01
2145,02
2148,08
2141,02
7068,01
2143,02
2149,04
7003,02
7068,02
2138,01
2139,02
7026,01
2149,03
2139,01
2131,01
7017,03
7083,03
2144,01
7041,02
5155,04
7049,01
2150,03
7041,01
2142,02
5157,05
7042,01
2143,01
R-10,99
R-13,00
2142,01
R-13,99
7023,02
7083,04
2097,03
2097,04
2141,01
2131,02
