zespol,slupek
3122,04
3098,03
3122,01
4146,01
3030,54
3102,02
3100,02
2362,02
3032,01
3013,03
2124,01
2146,04
3093,02
3324,01
3324,02
3134,03
2107,01
3325,02
3151,04
3123,01
2147,01
3039,02
2149,02
2147,02
4202,01
3134,04
3033,51
3029,02
2011,02
3098,02
4201,02
4146,04
3039,01
2008,17
3093,01
2149,01
3133,01
2362,01
3030,01
4040,71
3138,04
2124,02
3032,52
3299,02
3124,02
3094,01
3206,01
3060,03
2148,09
2205,03
3308,01
3133,02
3138,03
3029,01
3289,02
4202,02
3290,02
2148,06
R-11,99
3124,01
3099,02
3280,02
3060,04
3013,04
3308,02
2010,02
R-07,99
R-07,00
4203,02
2008,23
3325,01
2102,04
4147,02
3290,01
3099,01
R-10,98
2008,03
3289,01
3139,04
4147,01
3323,02
2102,05
R-10,00
3123,02
3031,52
3139,03
3151,02
2011,01
2146,01
3100,01
3206,02
3280,01
3102,01
3039,04
R-11,00
2250,02
4200,01
2010,01
3343,01
2107,02
3094,02
3271,02
3299,03
2205,04
3323,01
