zespol,slupek
2098,02
2101,02
2031,02
7071,02
7006,07
2097,02
7002,23
7006,08
2024,02
2030,02
2104,01
R-10,98
2019,02
2103,02
2020,02
2029,02
2028,01
2024,01
2025,01
7011,01
2103,01
2027,01
7037,55
2099,02
2097,01
7009,01
2100,04
2018,01
2102,02
R-10,99
2019,01
R-07,99
2104,02
R-07,00
2015,03
2102,01
7009,02
R-10,00
2032,01
7002,02
2098,01
2031,01
2020,01
2028,02
2030,01
2026,02
7071,01
7013,01
R-10,90
7013,06
2026,01
2027,02
2101,01
2018,02
2100,03
2025,02
7037,06
7002,21
2099,01
7011,02
2029,01
7013,15
