zespol,slupek
3049,02
3181,01
3046,01
3037,02
3050,03
3045,01
3045,02
3039,03
3046,02
3037,03
3187,03
3441,01
3186,01
3185,01
3184,01
3049,01
3044,01
3314,01
3047,02
3051,02
3098,02
3188,01
3042,01
3041,01
3047,51
3179,01
3096,02
3223,02
3042,52
3048,02
3039,01
3192,01
3097,01
3098,05
3096,01
3180,01
3285,01
3040,01
3048,01
3050,02
3040,02
3009,11
3043,02
3441,02
3051,03
3044,02
3183,01
3041,02
3279,01
3009,17
3309,01
3188,02
3193,01
3309,02
3097,02
3279,04
3304,01
3193,02
3314,02
3337,01
3222,02
3043,01
3304,02
3052,02
