zespol,slupek
R-01,00
1030,02
2005,04
7002,08
2008,12
2007,02
R-02,00
5085,02
6039,07
1028,02
4001,14
6059,05
7033,05
2008,05
6043,03
6059,16
7041,06
4001,13
2001,06
6058,02
2005,03
6059,08
2002,03
4052,04
5087,03
5086,03
5084,01
6043,04
5040,06
6045,05
5004,03
2131,09
2131,08
6042,03
5037,05
6059,06
R-02,99
6046,03
6040,04
1028,01
6026,04
5159,03
1001,06
R-04,00
6027,03
2004,04
5040,05
5003,07
5038,03
7002,07
5003,04
6041,04
4052,03
6041,03
2001,05
6039,08
6024,04
2007,01
5087,04
6046,04
2006,04
7003,03
6025,03
6045,04
5084,02
7013,10
6024,03
2131,07
2004,03
R-04,99
6045,03
2001,07
5159,04
1001,03
2003,04
5086,04
6025,04
5003,08
7041,05
7013,09
7033,06
6040,03
2131,05
2003,03
5067,03
R-01,99
5004,04
6026,03
6061,06
6027,04
5068,03
5505,51
2002,04
6061,07
2008,04
4001,05
5037,06
1029,02
5025,03
7091,10
2006,03
4001,08
5066,01
6042,04
6058,01
7091,09
7003,04
