zespol,slupek
7018,05
6020,01
7049,01
6025,02
3044,02
3042,04
3026,51
6023,02
6024,01
6075,01
3026,52
7044,01
7048,02
3027,01
3034,51
7045,01
3042,01
6026,05
6023,01
3028,52
7046,01
6075,02
3027,52
7037,01
3036,01
7042,01
6020,02
7019,01
3032,52
R-13,99
7018,04
3044,04
6048,03
6005,01
7044,02
3033,51
7040,02
6021,02
6003,02
6003,01
7045,02
7046,02
7050,02
7040,01
7042,02
6049,01
6001,02
7095,02
3030,01
R-10,00
3044,07
6022,02
3032,01
7038,02
3030,02
7049,02
6001,01
6002,01
3028,51
3035,01
6002,02
6025,01
R-10,99
6049,02
7051,02
6024,02
3035,52
7048,01
6003,08
7050,01
R-13,00
6021,01
3043,01
7040,04
6026,06
6004,01
3034,52
6004,02
6005,02
3043,02
7095,01
3031,52
6006,04
7019,02
3033,56
6048,02
6003,07
6006,03
