zespol,slupek
2321,02
2126,01
2024,01
2306,02
2245,02
2317,02
2025,01
2065,02
2125,02
2070,05
2245,01
2048,04
2027,02
2048,03
2396,01
2087,02
2322,02
2028,03
2126,02
2062,02
2320,01
2043,07
2165,02
2321,01
2027,01
2315,01
2025,02
2256,02
2449,01
2164,01
2049,02
2396,02
2161,01
2064,05
2160,01
2049,01
R-10,99
R-10,90
2314,01
2028,04
2244,01
2026,02
2222,01
2070,02
2246,01
2430,01
2221,01
2438,02
2395,02
2061,01
2083,01
2306,01
2065,01
2246,02
2064,02
2220,03
2221,02
2050,02
2314,02
2070,06
2162,02
2318,01
2050,01
2276,01
2043,08
2061,02
2316,01
2020,04
2315,02
2020,01
2020,03
2088,02
2024,02
2051,01
2244,02
2064,01
2125,01
2062,01
2051,02
2088,01
2083,02
2163,01
2316,02
2318,02
2026,01
2165,01
2322,01
2063,02
2087,01
2430,02
2277,01
2070,03
2276,02
2438,01
2317,01
2039,06
2066,02
2162,01
2164,02
2395,01
2039,05
