zespol,slupek
3091,01
3058,02
4140,01
3060,01
7071,05
3323,04
7073,01
3090,02
4051,01
3089,02
4052,02
4152,04
7039,01
4261,02
3062,03
4081,01
3324,02
7038,03
7089,02
4082,01
3080,01
3091,02
7038,04
3062,02
7039,02
7004,01
7074,02
3324,01
7035,02
3323,01
3427,02
3080,04
4152,01
4041,02
7075,02
3060,04
7089,01
4045,05
3323,03
7075,01
4045,02
4042,01
7035,01
3057,01
7071,06
7004,02
4044,02
7074,01
4042,02
4044,01
4043,01
3428,01
3428,02
4051,02
3061,02
7011,03
3090,01
4027,01
4043,02
3057,02
7011,04
3079,04
4001,07
3089,01
3058,03
4001,02
3427,01
7073,02
