zespol,slupek
1177,01
1163,01
1178,01
1052,01
1183,01
7001,01
7016,02
7015,01
1179,01
1358,01
1149,01
1003,04
1287,02
1496,02
1151,02
1357,02
1177,02
1054,02
7015,02
1146,04
1205,01
1055,02
7047,02
7002,11
1182,01
1053,01
1054,01
1163,02
1056,01
R-13,99
1053,02
1283,02
1326,03
1149,02
1145,01
1358,02
1319,02
1146,03
1280,01
1003,05
1359,02
1179,02
1281,04
7001,02
1326,01
1357,01
7014,03
1181,01
1146,08
7014,04
7002,21
1301,01
1145,02
1146,02
1056,02
1052,02
1215,03
7016,03
1180,01
1057,04
R-13,00
7047,01
1178,02
1151,01
1557,01
1057,01
1524,01
1055,01
1286,02
1285,02
1525,01
