zespol,slupek
6676,02
6627,01
6636,02
6626,02
6007,02
6017,01
6628,02
6667,02
6674,02
6659,01
6633,02
6070,01
6665,01
6013,05
6007,01
6658,02
6635,01
6810,01
6680,01
6669,01
6670,02
6407,01
6664,02
6680,02
6663,02
6668,02
6664,01
6634,02
6810,02
6666,02
6632,01
6636,01
6661,02
6018,02
6407,02
6671,01
6018,01
6014,01
6008,02
6678,03
6662,02
6641,01
6010,01
6627,02
6675,01
6016,02
6628,01
6008,01
6631,01
6631,02
6680,71
6809,02
6672,02
6011,01
6626,01
6057,04
6634,01
6015,01
6635,02
6010,02
6009,02
6011,02
6624,01
6677,02
6017,02
6677,01
6662,01
6670,01
6625,01
6668,01
6630,01
6624,04
6681,01
6012,01
6665,02
6009,01
6659,02
6656,03
6667,01
6006,07
6015,02
6676,01
6673,02
6809,01
6678,04
6637,01
6808,01
6633,01
6669,02
6663,01
6678,02
6672,01
6674,01
6629,02
6006,01
6012,02
6679,02
6016,01
6632,02
6059,03
6673,01
6681,02
6666,01
6679,01
6013,01
6675,02
6661,01
6671,02
6630,02
6061,01
