zespol,slupek
3320,01
3423,02
3187,04
3188,02
3188,01
3182,01
R-07,99
3400,05
3423,01
3282,02
3287,04
3287,01
3421,02
3180,02
3186,01
3174,02
3314,01
3051,02
3179,01
3431,02
3186,02
3176,01
3464,02
3176,02
3282,04
3192,02
3469,02
3181,01
3051,01
3320,02
3285,01
3288,01
3175,01
3179,02
3181,02
3464,01
3288,02
3441,01
3177,02
3431,01
3052,03
3441,02
3314,02
3193,02
3174,01
3304,02
3183,02
3382,01
R-07,00
3282,03
3449,02
3180,01
3101,02
3178,01
3177,01
3185,01
3285,02
3052,04
3055,02
3334,01
3304,01
3185,02
3421,01
3183,01
3449,01
3192,01
3322,02
3164,01
3178,02
3184,02
3101,01
3184,01
3464,71
3422,02
3193,01
3164,02
3055,01
3400,06
3422,01
3334,02
3175,02
3164,03
3187,03
3382,04
