zespol,slupek
2346,04
2208,01
2191,02
2249,01
2346,03
2275,04
2146,02
2208,02
2218,01
2140,01
2030,02
2476,02
2002,06
2033,01
2217,02
2257,01
2347,01
2120,01
2275,03
2029,01
2218,02
2097,04
2349,01
2131,02
2030,01
2192,02
2146,03
2039,04
2031,02
2143,01
2313,01
2476,01
2216,02
2029,02
R-10,00
2275,02
2481,01
2028,02
2039,03
2346,02
2191,01
2150,03
R-10,99
1232,01
2001,09
2033,02
2348,02
2209,02
2153,01
1231,01
2145,01
2253,04
2348,01
R-10,98
2439,01
2205,02
2438,01
2216,01
2253,02
2207,02
R-10,90
2144,02
2257,02
2440,01
2249,02
2206,01
2215,02
2144,01
2190,02
1231,02
2140,02
2439,02
2143,02
2399,02
2153,02
2313,02
2481,02
2217,01
2209,04
2438,02
1001,01
2190,04
2097,03
2399,01
2207,01
2206,02
2349,02
2347,02
2205,01
2002,01
2031,01
2028,01
2001,04
2215,01
2131,01
2440,02
2192,04
2145,02
