zespol,slupek
7071,03
1003,02
7072,01
3057,01
3059,01
3060,01
1002,06
7067,01
3061,02
3079,03
1003,01
7070,02
1589,02
R-10,00
3080,04
7079,03
3058,01
R-07,99
7068,03
3058,02
R-13,00
7067,03
1232,02
7069,02
3062,03
3059,05
R-07,00
1005,11
1232,03
3080,01
1066,06
3060,04
7071,04
3089,02
3089,01
3059,02
3060,02
7073,01
1589,01
3090,01
3059,04
1220,01
7079,04
7070,01
R-10,99
1005,07
3091,01
1005,08
1066,01
3060,03
7107,01
1220,02
1005,09
7072,02
3062,02
7069,01
3090,02
7073,04
7068,04
R-13,99
3091,02
1003,09
3057,02
