zespol,slupek
1420,02
1126,01
1129,01
1127,01
1135,02
1367,01
R-13,00
1265,02
1192,01
1413,01
1367,02
1014,01
1371,01
1411,01
1415,02
1124,02
1416,01
1861,01
1126,02
1418,01
1095,04
1413,02
1135,01
1370,04
1131,01
1013,12
1125,02
1016,01
1016,02
1415,01
1200,01
1017,01
1311,03
1192,02
1131,02
1416,02
1013,02
1193,02
1127,02
1417,01
1095,06
1095,05
1129,02
1134,01
1418,02
1200,02
1128,02
1302,02
1017,04
1132,02
1266,01
1128,01
1125,01
1015,01
1420,01
1861,02
1368,01
1015,02
R-13,99
1124,01
1800,04
1132,01
1800,03
1414,02
1095,03
1130,02
1417,02
1130,01
1265,01
1412,01
1133,01
1414,01
1134,02
1371,02
1412,02
1133,02
1266,04
