zespol,slupek
1199,02
7014,03
1589,01
1156,01
1053,05
7079,03
1220,01
7001,02
1077,05
1155,02
1070,02
1355,02
1154,02
1294,01
1172,01
1170,01
1005,07
7079,04
1167,02
1147,04
1295,01
1132,01
1003,02
1083,02
1232,02
1174,01
1354,02
1080,02
1079,02
1226,02
1083,01
1562,01
1066,01
1166,02
7014,04
1131,01
1156,02
1293,01
1288,02
1199,01
1070,01
1168,02
1165,02
1077,06
1079,01
1200,01
1157,04
1562,52
1287,02
1169,01
7088,01
1153,03
1296,01
1294,52
1167,01
1067,01
7043,02
1260,03
1005,08
1286,02
1438,01
1168,01
1589,02
1169,02
1154,01
1133,01
1353,02
1067,02
7067,01
1076,02
1685,02
1166,01
1220,02
1349,52
7067,02
1078,01
1003,01
1155,01
1147,03
1173,01
1290,54
1153,01
7043,01
1002,06
1519,02
1005,01
7002,21
1066,05
1289,02
1318,02
1171,01
1232,03
R-13,99
R-13,00
1005,06
1170,02
1157,01
1080,01
1496,02
1078,02
1346,02
1351,02
1130,01
