zespol,slupek
2162,02
2373,02
2377,01
2375,02
2374,02
2048,02
2146,03
2249,02
2179,02
2037,05
2037,03
2373,01
2385,01
2177,01
2371,02
2056,02
2205,02
2371,01
2043,06
2174,02
2181,01
2128,01
2049,02
2053,02
2179,01
2374,01
2178,01
2149,01
2177,02
2372,02
2206,04
2174,04
2452,02
2051,01
2148,08
2043,04
2387,01
2048,07
2387,02
2053,01
2313,01
2265,01
2050,01
2160,01
R-10,99
2043,05
2188,04
2148,04
2180,02
2182,01
2161,01
2049,01
2052,02
2054,02
2376,02
2163,01
2206,02
2205,01
2039,12
2265,02
2386,01
R-10,90
2175,02
2175,01
2386,02
2182,02
2313,02
2164,01
2264,02
2165,01
2149,03
2181,02
2039,10
2249,01
2052,01
2050,02
2055,04
2377,02
2051,02
2128,02
2043,03
2056,01
2038,03
2162,01
2054,01
2048,04
2148,05
2375,01
2146,04
R-10,98
2264,01
R-10,00
2452,01
2165,02
2055,01
2057,03
2038,04
2180,01
2372,01
2164,02
2039,09
2178,02
2188,03
2376,01
