zespol,slupek
1371,01
1191,04
1810,01
1191,03
1311,03
1805,01
1820,03
1843,01
1808,02
1835,02
1835,01
1804,02
1423,01
1819,01
1806,01
1370,02
1814,02
1814,01
1367,02
1807,01
1370,01
1800,01
1818,02
1423,02
1804,01
1302,01
1834,02
1802,02
1371,02
1812,01
1810,02
1813,02
1806,02
1372,01
1813,01
1807,02
1811,02
1834,01
1847,01
1808,01
1302,02
1847,02
1846,01
1801,02
1311,01
1719,01
1809,02
1372,02
1719,02
1818,01
1805,02
1817,01
1817,02
1802,01
1815,01
1801,01
