zespol,slupek
2913,02
4919,02
4918,02
4900,02
7901,01
4901,02
2911,02
2913,01
2900,01
4900,01
4917,02
2900,02
4919,01
7901,02
2914,01
4901,01
7902,02
4917,01
2901,01
4913,02
2901,02
2912,01
2910,01
7902,01
2912,02
3901,02
3901,01
4913,01
4918,01
2910,02
2911,01
