zespol,slupek
3100,02
3098,02
2001,02
3146,01
7095,02
1066,01
3336,01
1002,02
3151,01
3202,02
3095,02
R-13,00
3200,02
3281,04
7040,02
3287,04
3122,02
R-07,00
3470,02
7040,01
7037,01
3026,52
R-13,99
3206,02
3151,04
2131,04
3206,01
3288,02
1003,02
1003,01
3207,02
1005,07
3209,02
3288,01
1001,01
7095,01
7065,01
R-07,99
7066,01
3122,03
3282,02
3029,02
2001,01
3028,52
3209,01
3100,01
3151,06
3029,01
3281,01
3426,02
3098,03
1001,02
3095,01
3426,01
3400,04
7065,02
3201,04
2131,01
3190,01
3200,04
3026,51
3030,02
3039,02
3208,01
3121,01
3030,53
3470,01
7038,02
3201,01
3039,01
3028,51
7069,04
1005,08
3027,01
1005,18
1066,06
3287,02
1002,01
3282,03
3202,03
3190,02
3208,02
3146,02
3207,01
3099,01
3400,03
3099,02
3027,52
3121,03
1005,05
