zespol,slupek
1159,01
2103,02
1199,02
R-10,98
6057,04
6021,02
2015,04
1003,01
1001,88
6046,06
1148,02
2140,04
6048,02
1013,04
2148,08
6059,03
R-10,99
1161,02
1055,04
1146,02
1053,01
1054,02
6026,05
1139,01
2138,01
2143,01
6006,04
2145,02
2064,01
1199,01
1028,08
2061,02
1138,02
6022,02
1140,06
2059,04
2059,01
6050,01
1139,02
6006,03
2062,02
1053,02
1052,02
1136,01
2063,02
2062,01
1146,01
1213,01
6047,04
6046,05
2064,03
1147,01
6047,02
2058,02
1013,03
2131,03
2060,02
2124,01
6050,02
6223,01
2061,01
1140,03
1528,02
2015,03
1136,02
1137,01
2102,05
6133,03
2144,02
1085,04
2097,04
1001,08
6059,23
2144,01
2147,01
6048,01
2149,02
1138,01
1137,02
1052,01
2058,01
6020,01
1003,04
1213,02
2250,02
2060,01
1144,01
1148,01
2138,02
2147,02
6133,04
2103,01
1144,02
1147,02
2104,02
R-10,90
2128,02
1085,05
1028,04
1162,06
1517,01
1002,01
1146,08
1528,01
1085,03
1002,02
R-10,00
2139,02
2001,01
2001,02
1145,02
2145,01
1158,04
6075,05
1301,01
2131,04
6023,01
2139,01
1145,01
2102,02
2146,02
6049,01
2128,01
1517,02
6059,01
1053,07
2143,02
6049,02
1158,03
6023,03
2149,03
2140,01
6020,02
6057,01
2097,03
6223,02
1053,04
2150,03
2104,01
1028,06
1001,01
2148,06
1161,01
2124,02
6026,06
1085,06
1055,01
1054,01
6021,01
1001,07
1159,02
2146,01
