zespol,slupek
1205,02
1289,01
1095,04
1286,01
1287,02
1496,02
1126,02
1289,02
1014,01
1200,01
1291,01
1127,01
1130,02
1015,01
1017,04
1503,52
1200,02
6005,11
1281,01
1131,02
1296,01
1129,01
1128,02
1287,01
1503,51
1225,03
1165,02
1095,03
1288,02
6133,04
1260,03
1130,01
1684,01
1125,01
1684,02
1294,01
1290,54
1260,02
1288,01
1016,01
1347,02
1127,02
1318,02
1085,10
1131,01
1128,01
6075,01
1124,02
1283,01
1017,01
1318,01
1283,02
1124,01
1132,01
1133,04
1348,02
1129,02
1126,01
1296,03
6005,14
6133,03
1016,02
6075,05
1697,02
1095,05
1095,06
1133,01
1347,01
1346,54
1697,01
1685,02
1015,02
1281,02
1150,01
6075,06
1438,01
1132,02
1281,04
1285,02
1351,02
1285,01
1225,02
1293,01
1125,02
1286,02
1346,51
1348,01
1085,11
1349,01
1205,01
1349,02
1150,02
