zespol,slupek
7015,05
3001,06
3011,07
7054,04
3002,05
1028,01
3115,03
3480,02
6007,04
1001,06
7080,01
1002,03
1077,07
6061,08
1164,03
1086,03
1078,04
1003,03
1003,08
1066,04
6003,12
7018,08
3005,05
R-03,99
7010,04
6061,05
1089,04
7019,05
7053,01
1006,08
3003,05
1163,01
6001,03
3004,03
1071,01
1083,04
1083,03
7099,03
1002,04
7018,07
7055,04
6006,05
3011,08
R-02,00
7099,04
1080,03
1079,03
1079,04
1085,02
7015,06
3009,05
7017,06
1089,03
7099,09
7019,06
3006,05
7017,05
6075,04
6004,03
3010,03
7053,02
3007,05
7016,08
3005,06
6003,10
3004,04
1029,02
6005,05
1088,04
R-04,00
1078,03
3115,04
1006,03
6002,03
6013,04
6010,04
3240,07
3007,03
3010,04
3240,10
7047,02
6007,03
7047,01
R-04,99
3007,04
6011,03
6003,11
6014,04
7012,03
7014,05
6005,04
7099,10
1084,02
7013,07
1028,02
6075,03
7013,08
7054,05
1030,02
3007,06
1077,04
1090,02
1084,01
1082,02
3012,06
1085,01
1001,04
1077,03
1006,04
1090,01
6014,03
1071,02
7011,05
6010,03
6013,03
6006,06
7016,07
3116,04
1003,07
3008,04
3116,03
3006,06
3114,04
1086,04
7014,06
3008,03
6001,04
7055,03
R-02,99
1082,01
3001,05
6002,04
6008,04
3003,06
7011,06
R-03,00
1091,01
3114,03
1163,02
1066,03
6008,03
3009,06
1075,04
1075,03
1006,07
1088,03
1164,04
7010,03
1080,04
7012,04
6011,04
