zespol,slupek
3465,02
3024,01
3020,02
3018,01
3292,02
4206,02
3021,01
4180,01
4173,02
3015,03
3019,02
3424,02
3120,05
4174,02
4178,01
3293,01
3134,02
3127,01
4015,13
4015,17
4353,02
3131,01
3015,01
3019,01
3018,02
3017,01
3025,02
4171,02
3120,07
4268,02
4019,01
3291,02
3022,02
4182,01
4168,02
3133,03
3134,04
4167,02
4182,02
4173,01
4156,02
4175,02
4206,01
3022,04
4169,02
4019,02
3420,01
3017,02
4167,01
4172,02
3292,03
3120,08
4171,01
4155,01
4268,01
3021,02
3025,01
3132,04
3420,02
3293,02
4018,01
4170,01
3016,01
4157,01
3465,01
3020,01
3127,04
4179,02
3424,01
4016,02
4177,02
4178,02
3131,02
4155,02
4174,01
4177,01
4157,03
3132,02
3024,02
4016,01
4176,01
4170,02
4180,02
3016,02
4018,02
4169,01
3291,01
4179,01
4168,01
4172,01
4175,01
