brygada,czas
11,05:10:00
1,05:40:00
2,05:55:00
433,06:10:00
4,06:23:00
6,06:35:00
015,06:47:00
7,06:59:00
9,07:12:00
10,07:23:00
016,07:33:00
11,07:43:00
12,07:55:00
13,08:07:00
737,08:17:00
14,08:27:00
1,08:37:00
2,08:49:00
433,09:01:00
4,09:13:00
5,09:25:00
6,09:37:00
7,09:49:00
438,10:01:00
9,10:13:00
10,10:25:00
11,10:37:00
12,10:49:00
13,11:01:00
14,11:13:00
1,11:25:00
2,11:37:00
433,11:49:00
4,12:01:00
5,12:13:00
6,12:25:00
7,12:37:00
438,12:49:00
9,13:01:00
10,13:13:00
11,13:25:00
12,13:37:00
13,13:49:00
14,14:01:00
1,14:13:00
015,14:23:00
2,14:33:00
433,14:43:00
4,14:53:00
5,15:03:00
6,15:14:00
016,15:24:00
7,15:34:00
438,15:44:00
9,15:54:00
017,16:04:00
10,16:14:00
11,16:24:00
12,16:34:00
13,16:44:00
14,16:54:00
1,17:04:00
015,17:14:00
2,17:26:00
433,17:38:00
4,17:50:00
5,18:02:00
6,18:14:00
016,18:26:00
7,18:38:00
438,18:49:00
9,19:01:00
017,19:14:00
10,19:27:00
12,19:42:00
13,19:57:00
14,20:12:00
015,20:27:00
2,20:42:00
4,20:57:00
5,21:10:00
016,21:25:00
438,21:40:00
9,21:55:00
10,22:10:00
12,22:25:00
13,22:40:00
015,23:10:00
