brygada,czas
4,04:44:00
7,05:14:00
8,05:34:00
2,05:54:00
1,06:08:00
4,06:23:00
3,06:37:00
010,06:52:00
5,07:06:00
6,07:18:00
7,07:30:00
8,07:40:00
9,07:55:00
2,08:10:00
1,08:25:00
4,08:40:00
010,08:55:00
3,09:09:00
6,09:24:00
5,09:39:00
7,09:54:00
9,10:09:00
8,10:24:00
1,10:39:00
2,10:54:00
3,11:09:00
4,11:24:00
5,11:39:00
6,11:54:00
7,12:09:00
8,12:24:00
9,12:39:00
2,12:54:00
1,13:09:00
4,13:24:00
3,13:39:00
6,13:54:00
5,14:09:00
7,14:24:00
9,14:39:00
8,14:54:00
1,15:09:00
2,15:24:00
3,15:39:00
4,15:54:00
5,16:09:00
6,16:24:00
7,16:39:00
8,16:54:00
9,17:09:00
2,17:24:00
1,17:39:00
4,17:54:00
3,18:09:00
5,18:24:00
6,18:39:00
7,18:54:00
8,19:09:00
9,19:24:00
1,19:39:00
2,19:54:00
4,20:10:00
3,20:25:00
5,20:40:00
211,20:55:00
8,21:14:00
2,21:44:00
4,22:14:00
211,22:44:00
