brygada,czas
5,04:46:00
8,05:16:00
012,05:36:00
9,05:46:00
10,05:56:00
1,06:07:00
2,06:20:00
3,06:32:00
4,06:44:00
5,06:54:00
011,07:04:00
6,07:15:00
7,07:25:00
8,07:36:00
012,07:48:00
9,08:00:00
10,08:12:00
013,08:24:00
1,08:36:00
2,08:48:00
3,09:00:00
4,09:11:00
5,09:24:00
011,09:39:00
6,09:54:00
7,10:09:00
8,10:23:00
9,10:35:00
10,10:50:00
1,11:05:00
2,11:20:00
3,11:35:00
4,11:50:00
5,12:05:00
6,12:20:00
7,12:35:00
8,12:50:00
9,13:05:00
10,13:20:00
1,13:35:00
2,13:50:00
012,14:05:00
3,14:20:00
4,14:35:00
5,14:50:00
6,15:05:00
7,15:22:00
8,15:37:00
9,15:52:00
10,16:07:00
1,16:22:00
2,16:37:00
012,16:52:00
3,17:07:00
4,17:22:00
5,17:37:00
6,17:52:00
7,18:07:00
8,18:21:00
9,18:36:00
10,18:51:00
1,19:06:00
2,19:19:00
012,19:34:00
3,19:49:00
4,20:04:00
5,20:19:00
6,20:34:00
7,20:49:00
8,21:04:00
206,21:21:00
1,21:41:00
208,22:01:00
205,22:21:00
3,22:46:00
6,23:16:00
