brygada,czas
11,05:10:00
51,05:25:00
4,05:40:00
012,05:55:00
7,06:10:00
8,06:25:00
9,06:35:00
10,06:45:00
11,06:55:00
51,07:05:00
2,07:13:00
3,07:20:00
4,07:27:00
5,07:35:00
012,07:45:00
6,07:55:00
7,08:05:00
8,08:15:00
9,08:25:00
10,08:35:00
11,08:45:00
51,08:55:00
2,09:05:00
3,09:15:00
4,09:25:00
5,09:35:00
6,09:45:00
7,09:55:00
8,10:05:00
9,10:15:00
10,10:25:00
11,10:35:00
51,10:45:00
2,10:55:00
3,11:05:00
4,11:15:00
5,11:25:00
6,11:35:00
7,11:45:00
8,11:55:00
9,12:05:00
10,12:15:00
11,12:25:00
51,12:35:00
2,12:45:00
3,12:55:00
4,13:05:00
5,13:15:00
6,13:25:00
7,13:35:00
8,13:45:00
9,13:55:00
10,14:05:00
11,14:15:00
51,14:25:00
2,14:35:00
3,14:45:00
4,14:55:00
5,15:05:00
6,15:15:00
7,15:25:00
8,15:35:00
9,15:45:00
10,15:55:00
012,16:05:00
11,16:15:00
51,16:25:00
2,16:35:00
3,16:45:00
4,16:55:00
5,17:05:00
6,17:15:00
7,17:25:00
8,17:35:00
9,17:45:00
10,17:55:00
012,18:05:00
11,18:15:00
51,18:25:00
2,18:35:00
3,18:45:00
4,18:55:00
5,19:05:00
6,19:15:00
7,19:25:00
8,19:35:00
9,19:45:00
10,19:55:00
012,20:05:00
11,20:15:00
51,20:25:00
2,20:35:00
3,20:45:00
4,20:55:00
5,21:05:00
6,21:15:00
7,21:25:00
9,21:40:00
10,21:55:00
2,22:10:00
4,22:25:00
5,22:40:00
7,22:55:00
9,23:10:00
10,23:25:00
2,23:40:00
