brygada,czas
015,05:00:00
013,05:30:00
1,06:00:00
3,06:16:00
4,06:31:00
5,06:44:00
6,06:59:00
014,07:12:00
7,07:22:00
8,07:32:00
015,07:42:00
9,07:52:00
013,08:02:00
432,08:12:00
11,08:28:00
12,08:45:00
1,09:01:00
2,09:16:00
3,09:31:00
4,09:46:00
5,10:01:00
6,10:16:00
7,10:31:00
8,10:46:00
9,11:01:00
432,11:16:00
11,11:31:00
12,11:46:00
1,12:01:00
2,12:16:00
3,12:31:00
4,12:46:00
5,13:01:00
6,13:16:00
7,13:31:00
8,13:46:00
9,14:01:00
432,14:16:00
11,14:31:00
12,14:45:00
1,15:00:00
2,15:15:00
3,15:30:00
4,15:45:00
5,16:00:00
6,16:15:00
7,16:30:00
8,16:45:00
9,17:00:00
432,17:15:00
013,17:30:00
11,17:45:00
12,18:00:00
1,18:15:00
2,18:30:00
3,18:46:00
4,19:01:00
5,19:16:00
6,19:31:00
7,19:46:00
8,20:01:00
9,20:21:00
11,20:41:00
12,21:01:00
1,21:20:00
3,21:40:00
4,22:00:00
6,22:20:00
7,22:40:00
8,23:00:00
12,23:30:00
1,24:00:00
