brygada,czas
4,05:45:00
5,05:59:00
1,06:14:00
06,06:24:00
2,06:34:00
3,06:44:00
4,06:54:00
07,07:04:00
5,07:14:00
1,07:24:00
06,07:34:00
2,07:44:00
3,07:54:00
4,08:04:00
07,08:14:00
5,08:24:00
1,08:34:00
06,08:44:00
2,08:54:00
3,09:09:00
4,09:24:00
5,09:39:00
1,09:54:00
2,10:09:00
3,10:24:00
4,10:39:00
5,10:54:00
1,11:09:00
2,11:24:00
3,11:39:00
4,11:54:00
5,12:09:00
1,12:24:00
2,12:39:00
3,12:54:00
4,13:09:00
5,13:24:00
1,13:39:00
2,13:54:00
3,14:09:00
4,14:24:00
5,14:39:00
1,14:54:00
2,15:07:00
06,15:17:00
3,15:27:00
4,15:37:00
07,15:47:00
5,15:57:00
1,16:08:00
2,16:18:00
06,16:28:00
3,16:38:00
4,16:48:00
07,16:58:00
5,17:08:00
1,17:18:00
2,17:28:00
06,17:38:00
3,17:48:00
4,17:58:00
07,18:08:00
5,18:18:00
1,18:28:00
2,18:39:00
3,18:54:00
4,19:09:00
5,19:24:00
1,19:39:00
2,19:54:00
3,20:09:00
4,20:24:00
5,20:39:00
1,20:54:00
