brygada,czas
013,04:56:00
3,05:26:00
4,05:41:00
5,05:56:00
014,06:14:00
7,06:29:00
015,06:44:00
9,06:59:00
013,07:16:00
11,07:32:00
12,07:50:00
1,08:03:00
2,08:14:00
3,08:24:00
4,08:39:00
5,08:54:00
6,09:09:00
014,09:21:00
7,09:33:00
8,09:48:00
9,10:03:00
432,10:18:00
11,10:33:00
12,10:48:00
1,11:03:00
2,11:18:00
3,11:33:00
4,11:48:00
5,12:03:00
6,12:18:00
7,12:33:00
8,12:48:00
9,13:03:00
432,13:18:00
11,13:33:00
12,13:48:00
1,14:03:00
2,14:18:00
3,14:33:00
4,14:48:00
5,15:03:00
6,15:19:00
7,15:34:00
8,15:49:00
9,16:04:00
432,16:19:00
013,16:34:00
11,16:49:00
12,17:04:00
1,17:19:00
2,17:34:00
3,17:49:00
4,18:04:00
5,18:19:00
6,18:34:00
7,18:49:00
8,19:03:00
9,19:17:00
432,19:31:00
11,19:49:00
12,20:09:00
1,20:29:00
3,20:49:00
4,21:09:00
6,21:26:00
7,21:46:00
8,22:06:00
11,22:26:00
12,22:46:00
1,23:06:00
3,23:26:00
6,23:56:00
