brygada,czas
4,04:57:00
7,05:27:00
8,05:47:00
2,06:07:00
1,06:22:00
4,06:37:00
3,06:52:00
010,07:07:00
5,07:22:00
6,07:37:00
7,07:51:00
8,08:01:00
9,08:16:00
2,08:31:00
1,08:46:00
4,09:01:00
010,09:14:00
3,09:27:00
6,09:42:00
5,09:57:00
7,10:12:00
9,10:27:00
8,10:42:00
1,10:57:00
2,11:12:00
3,11:27:00
4,11:42:00
5,11:57:00
6,12:12:00
7,12:27:00
8,12:42:00
9,12:57:00
2,13:12:00
1,13:27:00
4,13:42:00
3,13:57:00
6,14:12:00
5,14:27:00
7,14:42:00
9,14:57:00
8,15:12:00
1,15:27:00
2,15:42:00
3,15:57:00
4,16:12:00
5,16:27:00
6,16:42:00
7,16:57:00
8,17:12:00
9,17:27:00
2,17:42:00
1,17:57:00
4,18:12:00
3,18:27:00
5,18:42:00
6,18:57:00
7,19:09:00
8,19:24:00
9,19:39:00
1,19:54:00
2,20:09:00
4,20:24:00
3,20:39:00
211,21:09:00
8,21:27:00
2,21:57:00
4,22:27:00
211,22:57:00
