brygada,czas
1,04:29:00
02,05:39:00
1,06:49:00
02,07:50:00
1,09:09:00
02,10:19:00
1,11:39:00
1,13:53:00
02,15:03:00
1,16:13:00
02,17:33:00
1,19:16:00
1,21:46:00
