brygada,czas
010,05:03:00
661,05:33:00
09,05:58:00
4,06:17:00
011,06:36:00
5,06:51:00
6,07:06:00
7,07:21:00
010,07:36:00
8,07:51:00
661,08:06:00
2,08:21:00
343,08:38:00
09,08:58:00
4,09:18:00
5,09:38:00
6,09:58:00
7,10:18:00
8,10:38:00
661,10:58:00
2,11:18:00
343,11:38:00
4,11:58:00
5,12:18:00
6,12:38:00
7,12:58:00
8,13:18:00
661,13:36:00
011,13:51:00
2,14:06:00
343,14:21:00
4,14:36:00
012,14:51:00
5,15:06:00
6,15:21:00
7,15:36:00
010,15:51:00
09,16:06:00
8,16:21:00
661,16:36:00
011,16:51:00
2,17:06:00
343,17:21:00
4,17:36:00
012,17:51:00
5,18:06:00
6,18:21:00
7,18:38:00
09,18:58:00
8,19:18:00
661,19:38:00
2,19:58:00
343,20:18:00
4,20:38:00
261,20:58:00
262,21:18:00
7,21:38:00
8,22:03:00
2,22:33:00
