brygada,czas
4,04:51:00
7,05:21:00
8,05:41:00
2,06:01:00
1,06:16:00
4,06:31:00
3,06:46:00
010,07:01:00
5,07:16:00
6,07:28:00
7,07:41:00
8,07:51:00
9,08:06:00
2,08:21:00
1,08:36:00
4,08:51:00
010,09:05:00
3,09:18:00
6,09:33:00
5,09:48:00
7,10:03:00
9,10:18:00
8,10:33:00
1,10:48:00
2,11:03:00
3,11:18:00
4,11:33:00
5,11:48:00
6,12:03:00
7,12:18:00
8,12:33:00
9,12:48:00
2,13:03:00
1,13:18:00
4,13:33:00
3,13:48:00
6,14:03:00
5,14:18:00
7,14:33:00
9,14:48:00
8,15:03:00
1,15:18:00
2,15:33:00
3,15:48:00
4,16:03:00
5,16:18:00
6,16:33:00
7,16:48:00
8,17:03:00
9,17:18:00
2,17:33:00
1,17:48:00
4,18:03:00
3,18:18:00
5,18:33:00
6,18:48:00
7,19:03:00
8,19:18:00
9,19:33:00
1,19:48:00
2,20:03:00
4,20:18:00
3,20:33:00
5,20:48:00
211,21:03:00
8,21:21:00
2,21:51:00
4,22:21:00
211,22:51:00
