brygada,czas
21,05:17:00
22,06:19:00
23,07:20:00
21,08:19:00
22,09:20:00
23,10:21:00
21,11:21:00
22,12:21:00
23,13:21:00
21,14:21:00
22,15:21:00
23,16:21:00
21,17:21:00
22,18:21:00
23,19:21:00
21,20:21:00
22,21:21:00
23,22:17:00
