brygada,czas
1,05:41:00
02,06:01:00
1,06:16:00
02,06:31:00
1,06:46:00
02,07:01:00
1,07:16:00
02,07:31:00
1,07:46:00
02,08:01:00
1,08:16:00
02,08:31:00
1,08:46:00
02,09:01:00
1,09:31:00
02,10:01:00
1,10:31:00
1,11:01:00
1,11:31:00
1,12:01:00
1,12:31:00
1,13:01:00
1,13:31:00
1,14:01:00
02,14:16:00
1,14:31:00
02,14:46:00
1,15:01:00
02,15:16:00
1,15:31:00
02,15:46:00
1,16:01:00
02,16:16:00
1,16:31:00
02,16:46:00
1,17:01:00
02,17:16:00
1,17:31:00
02,17:46:00
1,18:01:00
02,18:16:00
1,18:31:00
02,18:46:00
1,19:01:00
02,19:31:00
1,20:01:00
02,20:31:00
1,21:01:00
1,21:31:00
1,22:01:00
1,22:31:00
1,23:01:00
1,23:31:00
