brygada,czas
1,05:59:00
2,06:11:00
5,06:35:00
09,06:47:00
6,06:55:00
7,07:03:00
010,07:11:00
8,07:19:00
1,07:27:00
011,07:35:00
2,07:43:00
3,07:51:00
4,07:59:00
5,08:07:00
09,08:15:00
6,08:23:00
7,08:31:00
010,08:39:00
8,08:47:00
1,08:59:00
011,09:05:00
2,09:11:00
3,09:23:00
4,09:35:00
5,09:47:00
6,09:59:00
7,10:11:00
8,10:23:00
1,10:35:00
2,10:47:00
3,10:59:00
4,11:11:00
5,11:23:00
6,11:35:00
7,11:47:00
8,11:59:00
1,12:11:00
2,12:23:00
3,12:35:00
4,12:47:00
5,12:59:00
6,13:11:00
7,13:23:00
8,13:35:00
1,13:47:00
2,13:59:00
3,14:11:00
4,14:23:00
5,14:31:00
6,14:39:00
010,14:47:00
7,14:55:00
011,15:03:00
8,15:11:00
1,15:19:00
2,15:27:00
09,15:35:00
3,15:43:00
4,15:51:00
5,15:59:00
6,16:07:00
010,16:15:00
7,16:23:00
011,16:31:00
8,16:39:00
1,16:47:00
2,16:55:00
09,17:03:00
3,17:11:00
4,17:19:00
5,17:27:00
6,17:35:00
010,17:43:00
7,17:51:00
011,17:59:00
1,18:11:00
2,18:23:00
09,18:35:00
3,18:47:00
4,18:59:00
6,19:11:00
7,19:23:00
011,19:35:00
1,19:47:00
2,19:59:00
09,20:11:00
