brygada,czas
10,05:05:00
1,05:25:00
2,05:42:00
3,05:57:00
4,06:08:00
5,06:20:00
6,06:32:00
015,06:44:00
7,06:54:00
8,07:05:00
016,07:16:00
9,07:28:00
10,07:40:00
601,07:52:00
12,08:04:00
1,08:16:00
013,08:28:00
2,08:40:00
3,08:52:00
014,09:04:00
4,09:16:00
5,09:28:00
6,09:43:00
7,09:58:00
8,10:13:00
9,10:28:00
10,10:43:00
601,10:58:00
12,11:13:00
1,11:28:00
2,11:43:00
3,11:58:00
4,12:13:00
5,12:28:00
6,12:43:00
7,12:58:00
8,13:13:00
9,13:28:00
10,13:43:00
601,13:58:00
12,14:13:00
1,14:28:00
2,14:43:00
3,14:58:00
4,15:14:00
5,15:27:00
016,15:39:00
6,15:51:00
7,16:03:00
8,16:15:00
017,16:27:00
9,16:39:00
10,16:51:00
601,17:03:00
12,17:15:00
014,17:27:00
1,17:39:00
2,17:51:00
013,18:03:00
3,18:14:00
4,18:26:00
5,18:38:00
016,18:50:00
6,19:02:00
7,19:14:00
8,19:28:00
017,19:43:00
9,19:58:00
601,20:13:00
12,20:28:00
1,20:43:00
2,20:58:00
013,21:14:00
3,21:29:00
5,21:44:00
016,21:59:00
7,22:14:00
8,22:35:00
12,23:05:00
