brygada,czas
1,05:06:00
02,05:31:00
1,05:51:00
02,06:06:00
1,06:21:00
02,06:36:00
1,06:51:00
02,07:06:00
1,07:21:00
02,07:36:00
1,07:51:00
02,08:06:00
1,08:21:00
02,08:36:00
1,08:51:00
02,09:07:00
1,09:37:00
02,10:07:00
1,10:37:00
1,11:07:00
1,11:37:00
1,12:07:00
1,12:37:00
1,13:07:00
1,13:37:00
1,14:07:00
02,14:22:00
1,14:37:00
02,14:52:00
1,15:07:00
02,15:22:00
1,15:37:00
02,15:52:00
1,16:07:00
02,16:22:00
1,16:37:00
02,16:52:00
1,17:07:00
02,17:22:00
1,17:37:00
02,17:52:00
1,18:07:00
02,18:22:00
1,18:37:00
02,18:52:00
1,19:07:00
02,19:37:00
1,20:07:00
02,20:37:00
1,21:07:00
1,21:37:00
1,22:07:00
1,22:37:00
1,23:07:00
