brygada,czas
1,05:37:00
02,05:57:00
1,06:12:00
02,06:27:00
1,06:42:00
02,06:57:00
1,07:12:00
02,07:27:00
1,07:42:00
02,07:57:00
1,08:12:00
02,08:27:00
1,08:42:00
02,08:57:00
1,09:27:00
02,09:57:00
1,10:27:00
1,10:57:00
1,11:27:00
1,11:57:00
1,12:27:00
1,12:57:00
1,13:27:00
1,13:57:00
02,14:12:00
1,14:27:00
02,14:42:00
1,14:57:00
02,15:12:00
1,15:27:00
02,15:42:00
1,15:57:00
02,16:12:00
1,16:27:00
02,16:42:00
1,16:57:00
02,17:12:00
1,17:27:00
02,17:42:00
1,17:57:00
02,18:12:00
1,18:27:00
02,18:42:00
1,18:57:00
02,19:27:00
1,19:57:00
02,20:27:00
1,20:57:00
1,21:27:00
1,21:57:00
1,22:27:00
1,22:57:00
1,23:27:00
