brygada,czas
1,04:47:00
3,05:17:00
5,05:47:00
1,06:10:00
2,06:30:00
3,06:50:00
4,07:10:00
5,07:30:00
1,07:50:00
2,08:10:00
3,08:30:00
4,08:50:00
5,09:10:00
1,09:30:00
2,09:50:00
3,10:10:00
4,10:30:00
5,10:50:00
1,11:10:00
2,11:30:00
3,11:50:00
4,12:10:00
5,12:30:00
1,12:50:00
2,13:10:00
3,13:30:00
4,13:50:00
5,14:10:00
1,14:30:00
2,14:50:00
3,15:10:00
4,15:30:00
5,15:50:00
1,16:10:00
2,16:30:00
3,16:50:00
4,17:10:00
5,17:30:00
1,17:50:00
2,18:10:00
3,18:30:00
4,18:50:00
5,19:10:00
1,19:30:00
2,19:50:00
3,20:10:00
5,20:30:00
1,20:50:00
2,21:17:00
5,21:47:00
1,22:17:00
2,22:47:00
5,23:17:00
