brygada,czas
776,04:55:00
573,05:25:00
775,05:55:00
572,06:15:00
777,06:35:00
776,06:55:00
571,07:15:00
573,07:35:00
574,07:55:00
775,08:15:00
572,08:35:00
777,08:55:00
572,09:25:00
573,09:55:00
574,10:25:00
571,10:55:00
572,11:25:00
573,11:55:00
574,12:25:00
571,12:55:00
572,13:25:00
775,13:55:00
574,14:25:00
777,14:55:00
574,15:15:00
573,15:35:00
572,15:55:00
775,16:15:00
571,16:35:00
776,16:55:00
777,17:15:00
574,17:35:00
573,17:55:00
572,18:15:00
775,18:35:00
571,18:55:00
776,19:15:00
777,19:35:00
574,19:55:00
572,20:25:00
775,20:55:00
572,21:25:00
574,21:55:00
571,22:25:00
572,22:55:00
