brygada,czas
1,05:14:00
2,05:34:00
08,05:53:00
09,06:09:00
5,06:19:00
010,06:30:00
6,06:40:00
011,06:50:00
012,07:00:00
013,07:10:00
1,07:20:00
07,07:30:00
2,07:40:00
3,07:52:00
08,08:03:00
09,08:13:00
4,08:25:00
5,08:37:00
010,08:49:00
6,09:01:00
011,09:13:00
012,09:23:00
013,09:34:00
1,09:46:00
07,09:58:00
2,10:10:00
3,10:22:00
08,10:34:00
4,10:52:00
5,11:12:00
6,11:32:00
1,11:52:00
2,12:12:00
3,12:32:00
4,12:52:00
5,13:12:00
6,13:32:00
1,13:52:00
2,14:12:00
013,14:32:00
3,14:52:00
4,15:07:00
5,15:24:00
07,15:40:00
6,15:55:00
1,16:10:00
2,16:25:00
08,16:40:00
013,16:55:00
3,17:10:00
4,17:25:00
5,17:40:00
07,17:55:00
6,18:10:00
1,18:25:00
2,18:42:00
08,19:03:00
3,19:21:00
4,19:39:00
5,19:59:00
07,20:17:00
6,20:37:00
2,20:57:00
08,21:16:00
3,21:44:00
4,22:14:00
6,22:44:00
08,23:14:00
3,23:44:00
