brygada,czas
1,04:45:00
1,05:12:00
2,05:27:00
1,05:47:00
2,06:02:00
03,06:16:00
1,06:31:00
2,06:46:00
03,07:00:00
1,07:15:00
2,07:30:00
03,07:45:00
1,08:00:00
2,08:15:00
03,08:30:00
1,08:45:00
2,09:00:00
03,09:15:00
1,09:30:00
2,09:48:00
1,10:08:00
2,10:28:00
1,10:48:00
2,11:08:00
1,11:28:00
2,11:48:00
1,12:08:00
2,12:28:00
1,12:48:00
2,13:08:00
1,13:28:00
2,13:48:00
1,14:08:00
2,14:28:00
1,14:46:00
03,15:01:00
2,15:16:00
1,15:31:00
03,15:46:00
2,16:01:00
1,16:16:00
03,16:31:00
2,16:46:00
1,17:01:00
03,17:16:00
2,17:31:00
1,17:46:00
03,18:01:00
2,18:16:00
1,18:31:00
2,18:51:00
1,19:11:00
2,19:31:00
1,19:51:00
2,20:11:00
1,20:31:00
2,20:51:00
1,21:18:00
2,21:38:00
1,22:02:00
2,22:22:00
1,22:45:00
1,23:15:00
1,23:45:00
