brygada,czas
6,04:28:00
8,04:28:00
015,04:40:00
9,04:48:00
017,05:08:00
10,05:19:00
2,05:36:00
013,05:58:00
5,06:34:00
7,06:35:00
016,06:51:00
11,07:17:00
015,13:46:00
016,14:10:00
017,14:34:00
013,14:56:00
