brygada,czas
1,05:10:00
3,05:25:00
07,05:40:00
5,05:55:00
6,06:11:00
1,06:27:00
3,06:43:00
07,06:58:00
5,07:12:00
6,07:24:00
1,07:36:00
2,07:48:00
3,08:00:00
4,08:12:00
07,08:24:00
5,08:36:00
6,08:48:00
1,09:00:00
2,09:13:00
3,09:27:00
4,09:42:00
5,09:57:00
6,10:12:00
1,10:27:00
2,10:42:00
3,10:57:00
4,11:12:00
5,11:27:00
6,11:42:00
1,11:57:00
2,12:12:00
3,12:27:00
4,12:42:00
5,12:57:00
6,13:12:00
1,13:27:00
2,13:42:00
3,13:57:00
4,14:12:00
5,14:27:00
6,14:42:00
1,14:57:00
2,15:12:00
3,15:28:00
4,15:43:00
5,15:58:00
6,16:12:00
1,16:24:00
2,16:36:00
3,16:48:00
4,17:00:00
07,17:12:00
5,17:24:00
6,17:36:00
1,17:48:00
2,18:00:00
3,18:11:00
4,18:23:00
07,18:35:00
5,18:47:00
6,18:59:00
1,19:11:00
2,19:22:00
3,19:34:00
4,19:46:00
07,19:58:00
5,20:11:00
6,20:26:00
2,20:41:00
3,20:56:00
4,21:11:00
07,21:26:00
5,21:41:00
6,21:56:00
2,22:10:00
4,22:25:00
07,22:40:00
5,22:55:00
6,23:10:00
2,23:25:00
4,23:40:00
