brygada,czas
01,06:05:00
03,06:25:00
05,06:45:00
06,06:55:00
07,07:05:00
08,07:15:00
09,07:24:00
01,07:34:00
02,07:44:00
03,07:54:00
04,08:04:00
05,08:14:00
06,08:24:00
07,08:34:00
08,08:44:00
09,08:54:00
01,09:04:00
05,15:14:00
01,15:34:00
02,15:54:00
03,16:14:00
06,16:34:00
05,16:54:00
01,17:14:00
02,17:34:00
